Customer_ID,Product_ID,Category,Subcategory,Purchase_Amount,Purchase_Quantity,Unit_Price,Purchase_Date,Customer_Purchase_Count,Customer_Total_Spent,Customer_Average_Order
254,8,Clothing,Dresses,98.73,2,49.37,2024-04-10,5,774.65,216.73814814814816
247,12,Home & Living,Kitchen,142.27,1,142.27,2024-01-08,5,520.04,267.0021052631579
442,43,Clothing,Dresses,33.82,1,33.82,2024-09-08,4,1025.8799999999999,267.8309375
290,9,Clothing,Shoes,56.34,1,56.34,2024-06-26,14,3640.66,319.04390625
12,47,Electronics,Headphones,271.53,1,271.53,2023-05-31,12,3052.24,256.90491525423727
435,9,Clothing,Shoes,69.97,1,69.97,2023-03-25,7,1610.19,224.30342465753424
169,44,Home & Living,Furniture,256.48,2,128.24,2024-08-05,6,690.98,175.63824561403507
362,22,Beauty,Makeup,42.46,1,42.46,2023-01-21,7,607.89,188.49055555555555
476,44,Home & Living,Furniture,227.67,2,113.83,2024-01-23,8,1063.19,201.32142857142858
212,14,Home & Living,Bedding,263.8,1,263.8,2023-11-05,10,1304.37,208.29859154929576
267,20,Books,Magazines,26.38,1,26.38,2023-09-18,6,461.73,144.27418181818183
223,14,Home & Living,Bedding,665.76,3,221.92,2024-09-16,7,2041.23,279.4828947368421
301,48,Beauty,Makeup,50.28,2,25.14,2023-12-12,8,739.39,229.90339285714285
332,5,Electronics,Accessories,1369.85,2,684.92,2024-03-11,5,1463.8899999999999,241.64491228070176
389,10,Clothing,Accessories,261.69,3,87.23,2024-08-01,9,4004.4599999999996,240.04999999999998
14,31,Clothing,Shoes,83.04,1,83.04,2023-07-17,3,144.03,199.54714285714286
29,26,Home & Living,Bedding,125.85,1,125.85,2023-08-01,11,1802.71,223.17555555555555
127,1,Electronics,Smartphones,990.17,2,495.08,2024-01-24,8,1901.65,290.72516666666667
197,13,Home & Living,Decor,760.08,3,253.36,2023-06-27,13,4606.67,253.92695121951218
463,39,Home & Living,Bedding,53.52,1,53.52,2024-12-07,5,419.51000000000005,222.36111111111111
105,12,Home & Living,Kitchen,167.95,1,167.95,2023-02-01,3,318.99,110.83782608695653
90,11,Home & Living,Furniture,210.91,1,210.91,2023-02-06,7,923.26,138.56166666666667
481,14,Home & Living,Bedding,272.36,1,272.36,2024-06-02,6,1042.0900000000001,176.8822807017544
345,28,Beauty,Makeup,89.89,1,89.89,2023-06-09,7,1158.05,140.83117647058825
23,36,Beauty,Tools,69.51,1,69.51,2024-11-08,2,649.64,216.1225
74,1,Electronics,Smartphones,560.99,1,560.99,2024-05-01,7,1624.8,157.18537313432836
49,36,Beauty,Tools,143.77,2,71.89,2025-01-02,12,2365.67,216.73323076923077
472,38,Beauty,Tools,59.39,2,29.69,2024-03-31,7,674.87,245.56541666666666
80,41,Clothing,Shoes,112.98,1,112.98,2024-04-30,12,2031.98,229.40742424242424
155,18,Books,Educational,55.55,2,27.78,2024-08-08,7,1522.25,249.93137931034482
387,34,Books,Educational,67.38,3,22.46,2024-02-18,5,1345.0,228.8265
482,23,Beauty,Haircare,15.87,1,15.87,2023-07-30,2,83.45,161.42847457627119
139,5,Electronics,Accessories,804.41,1,804.41,2023-01-28,7,2496.05,274.11171874999997
388,23,Beauty,Haircare,15.04,1,15.04,2023-09-20,9,1240.89,195.46571428571428
259,46,Clothing,Accessories,60.26,1,60.26,2023-10-23,8,1842.6,213.31
119,17,Books,Non-Fiction,64.48,2,32.24,2024-08-02,5,1770.18,240.84944444444446
200,41,Clothing,Shoes,122.02,1,122.02,2023-02-24,7,1327.34,203.0145588235294
232,17,Books,Non-Fiction,62.98,2,31.49,2024-08-24,4,1060.23,248.15466666666669
462,21,Beauty,Skincare,9.63,1,9.63,2024-02-02,8,1637.5,185.90015151515152
358,25,Beauty,Tools,28.78,1,28.78,2024-05-28,9,945.38,164.10127272727271
185,29,Clothing,Shoes,35.95,1,35.95,2023-04-12,10,813.97,218.17205882352943
171,7,Clothing,Pants,328.18,3,109.39,2024-07-13,6,1899.1699999999998,324.84685185185185
296,43,Clothing,Dresses,37.57,1,37.57,2023-11-03,7,1120.25,263.2948333333333
229,48,Beauty,Makeup,22.72,1,22.72,2023-04-11,9,1510.02,226.3890625
466,34,Books,Educational,25.62,1,25.62,2024-10-06,8,730.43,262.8031884057971
201,16,Books,Fiction,20.24,1,20.24,2024-05-18,10,2908.26,275.1926865671642
362,37,Clothing,Shoes,146.0,1,146.0,2024-11-30,8,753.89,188.49055555555555
66,17,Books,Non-Fiction,30.4,1,30.4,2023-04-10,9,1594.8700000000001,182.63215384615384
129,29,Clothing,Shoes,33.56,1,33.56,2024-07-26,9,1143.82,182.19939393939393
430,5,Electronics,Accessories,884.98,1,884.98,2023-12-06,4,1652.1100000000001,301.6491379310345
363,29,Clothing,Shoes,93.95,3,31.32,2024-01-07,7,806.8299999999999,197.11770491803279
314,15,Home & Living,Storage,446.09,1,446.09,2023-02-01,9,1836.99,163.25048387096774
356,12,Home & Living,Kitchen,135.27,1,135.27,2024-06-28,11,1034.19,191.21983870967742
49,11,Home & Living,Furniture,443.95,2,221.98,2024-08-30,13,2809.62,216.73323076923077
377,5,Electronics,Accessories,722.76,1,722.76,2024-03-27,7,2208.8900000000003,186.13925925925926
213,22,Beauty,Makeup,109.43,3,36.48,2023-11-18,7,2476.56,214.05390625
116,27,Beauty,Makeup,13.37,1,13.37,2023-02-26,8,957.09,236.6709375
401,18,Books,Educational,29.19,1,29.19,2024-09-23,8,2356.75,269.596
135,46,Clothing,Accessories,69.64,1,69.64,2024-08-20,12,2682.95,246.42188405797103
182,49,Clothing,Dresses,62.83,1,62.83,2024-10-26,4,516.38,249.38479999999998
464,15,Home & Living,Storage,431.01,1,431.01,2023-07-13,9,1528.29,239.47115942028984
24,30,Electronics,Smartphones,142.17,1,142.17,2024-11-23,6,646.0,155.22903225806454
174,4,Electronics,Tablets,618.77,1,618.77,2024-10-21,6,1538.03,192.0776923076923
369,32,Electronics,Smartphones,1806.13,3,602.04,2024-05-31,7,2226.1800000000003,207.55849056603773
212,50,Electronics,Tablets,1461.77,2,730.89,2024-06-21,11,2766.14,208.29859154929576
138,2,Electronics,Laptops,2189.06,3,729.69,2023-11-01,8,5024.139999999999,253.91776315789474
89,1,Electronics,Smartphones,620.26,1,620.26,2024-10-12,8,1972.84,182.02589285714288
43,2,Electronics,Laptops,832.85,1,832.85,2023-10-11,4,1696.35,248.75779661016946
414,2,Electronics,Laptops,2379.77,3,793.26,2023-05-15,7,4439.07,274.3381632653061
203,44,Home & Living,Furniture,139.91,1,139.91,2024-09-17,8,2843.03,227.84762711864408
493,31,Clothing,Shoes,81.77,1,81.77,2024-11-25,10,1208.82,141.21
452,38,Beauty,Tools,56.96,2,28.48,2023-07-19,10,2889.85,296.85483870967744
241,36,Beauty,Tools,71.8,1,71.8,2025-01-07,4,904.5,225.38645161290324
406,28,Beauty,Makeup,86.34,1,86.34,2023-07-25,5,920.08,157.19121212121215
316,4,Electronics,Tablets,706.07,1,706.07,2023-02-23,9,1789.0100000000002,225.59244897959184
118,45,Home & Living,Kitchen,194.9,1,194.9,2023-04-17,5,1781.27,192.91166666666666
15,21,Beauty,Skincare,20.58,2,10.29,2024-09-21,5,222.70999999999998,193.85705882352943
245,35,Home & Living,Kitchen,245.74,1,245.74,2023-06-27,5,717.69,229.0895833333333
105,42,Beauty,Haircare,77.33,1,77.33,2024-03-18,4,396.32,110.83782608695653
132,28,Beauty,Makeup,280.26,3,93.42,2023-09-21,9,2742.18,266.518431372549
368,19,Books,Comics,15.13,1,15.13,2024-11-03,7,1057.22,235.98933333333335
12,17,Books,Non-Fiction,30.43,1,30.43,2024-09-03,13,3082.67,256.90491525423727
450,39,Home & Living,Bedding,99.17,2,49.58,2024-01-09,3,188.65,150.55080645161289
140,15,Home & Living,Storage,403.19,1,403.19,2023-10-18,7,840.79,188.49542372881356
137,40,Electronics,Accessories,239.41,1,239.41,2023-05-19,7,831.5799999999999,165.12637681159418
368,5,Electronics,Accessories,782.52,1,782.52,2024-05-10,8,1839.74,235.98933333333335
58,42,Beauty,Haircare,90.55,1,90.55,2023-11-25,7,1780.97,280.8357352941177
229,17,Books,Non-Fiction,33.2,1,33.2,2024-07-19,10,1543.22,226.3890625
482,20,Books,Magazines,27.71,1,27.71,2024-12-20,3,111.16,161.42847457627119
232,12,Home & Living,Kitchen,304.42,2,152.21,2024-05-20,5,1364.65,248.15466666666669
235,11,Home & Living,Furniture,529.21,2,264.61,2024-07-17,9,1605.63,210.0109677419355
221,6,Clothing,Shirts,114.67,1,114.67,2023-02-02,3,265.78000000000003,197.2725
148,31,Clothing,Shoes,74.83,1,74.83,2024-04-24,5,1478.5800000000002,232.66466666666668
464,1,Electronics,Smartphones,504.12,1,504.12,2023-12-10,10,2032.4099999999999,239.47115942028984
435,25,Beauty,Tools,23.91,1,23.91,2024-12-20,8,1634.1000000000001,224.30342465753424
81,49,Clothing,Dresses,68.64,1,68.64,2023-04-30,6,1197.2,259.3980303030303
71,50,Electronics,Tablets,796.71,1,796.71,2024-11-03,7,1486.0,200.47275862068966
310,29,Clothing,Shoes,35.73,1,35.73,2024-04-07,6,999.3399999999999,263.7665714285714
364,26,Home & Living,Bedding,123.88,1,123.88,2024-11-18,8,1090.0099999999998,152.6867213114754
173,10,Clothing,Accessories,93.01,1,93.01,2023-12-30,11,4072.9599999999996,279.25916666666666
477,29,Clothing,Shoes,40.09,1,40.09,2023-05-01,10,2086.22,296.5842857142857
444,37,Clothing,Shoes,119.81,1,119.81,2024-09-10,5,2837.75,302.47415384615385
353,13,Home & Living,Decor,287.16,1,287.16,2024-12-12,4,1943.15,259.1606779661017
217,20,Books,Magazines,26.77,1,26.77,2024-12-09,9,2469.71,287.60262295081964
68,4,Electronics,Tablets,635.95,1,635.95,2023-08-08,5,2121.1400000000003,285.03506493506495
117,34,Books,Educational,22.74,1,22.74,2024-12-14,4,432.46000000000004,181.12355932203388
167,23,Beauty,Haircare,48.48,3,16.16,2023-07-24,10,1751.3,184.3020895522388
455,22,Beauty,Makeup,41.85,1,41.85,2023-01-31,11,1428.81,213.98407407407407
46,18,Books,Educational,57.94,2,28.97,2023-03-31,4,520.92,227.77803278688523
499,34,Books,Educational,23.95,1,23.95,2023-05-01,5,2378.11,340.55590163934426
210,4,Electronics,Tablets,1492.25,2,746.13,2024-12-22,6,3468.96,482.99673469387756
212,36,Beauty,Tools,71.45,1,71.45,2023-09-02,12,2837.5899999999997,208.29859154929576
163,19,Books,Comics,13.61,1,13.61,2023-10-05,7,1708.02,235.91571428571427
305,33,Books,Comics,24.54,2,12.27,2023-02-14,12,4345.150000000001,273.84854545454544
355,18,Books,Educational,28.07,1,28.07,2023-03-20,9,699.5500000000001,177.53654545454546
158,39,Home & Living,Bedding,103.53,2,51.76,2024-11-23,5,419.4,165.8882258064516
447,43,Clothing,Dresses,39.21,1,39.21,2023-08-31,8,1213.76,222.97532258064518
384,30,Electronics,Smartphones,132.81,1,132.81,2024-11-04,7,895.49,150.2674074074074
92,32,Electronics,Smartphones,967.06,2,483.53,2023-05-23,7,1321.06,250.2932075471698
469,30,Electronics,Smartphones,159.0,1,159.0,2024-10-01,8,895.15,139.13129032258064
469,30,Electronics,Smartphones,121.23,1,121.23,2024-11-23,9,1016.38,139.13129032258064
158,8,Clothing,Dresses,42.99,1,42.99,2024-11-14,6,462.39,165.8882258064516
493,38,Beauty,Tools,29.83,1,29.83,2023-07-29,11,1238.65,141.21
440,35,Home & Living,Kitchen,245.13,1,245.13,2025-01-02,8,2001.0300000000002,188.71378787878788
392,44,Home & Living,Furniture,263.43,2,131.72,2023-11-18,8,995.6,167.89450704225354
475,17,Books,Non-Fiction,37.74,1,37.74,2023-04-08,6,606.0600000000001,227.525
452,1,Electronics,Smartphones,1702.33,3,567.44,2023-10-31,11,4592.18,296.85483870967744
314,15,Home & Living,Storage,350.86,1,350.86,2024-12-29,10,2187.85,163.25048387096774
136,29,Clothing,Shoes,68.74,2,34.37,2023-12-18,8,1389.17,179.95573770491805
26,7,Clothing,Pants,103.61,1,103.61,2023-04-06,13,3433.4900000000002,229.79246575342464
438,9,Clothing,Shoes,161.56,3,53.85,2023-03-25,5,423.40999999999997,270.79734375
184,41,Clothing,Shoes,104.74,1,104.74,2023-12-27,10,1247.8799999999999,188.35295081967215
321,8,Clothing,Dresses,44.95,1,44.95,2023-10-12,6,2655.26,248.4269841269841
277,44,Home & Living,Furniture,441.01,3,147.0,2023-10-19,9,3315.52,224.69482758620688
445,15,Home & Living,Storage,436.01,1,436.01,2023-04-02,6,1266.76,233.68555555555557
102,32,Electronics,Smartphones,981.95,2,490.97,2023-08-14,9,1970.21,249.71690140845072
259,28,Beauty,Makeup,84.77,1,84.77,2023-07-22,9,1927.37,213.31
418,38,Beauty,Tools,33.71,1,33.71,2023-05-12,11,1601.87,222.5104081632653
398,48,Beauty,Makeup,28.54,1,28.54,2024-04-06,7,2015.81,247.43745454545453
401,24,Beauty,Fragrances,62.32,2,31.16,2024-11-09,9,2419.07,269.596
113,25,Beauty,Tools,31.56,1,31.56,2024-04-17,4,340.62,252.19081967213114
224,10,Clothing,Accessories,83.35,1,83.35,2023-05-06,7,1300.07,193.9927027027027
441,43,Clothing,Dresses,123.31,3,41.1,2023-04-03,7,612.1999999999999,198.2453623188406
439,36,Beauty,Tools,186.54,3,62.18,2023-10-04,12,2385.5499999999997,225.2740350877193
171,10,Clothing,Accessories,306.5,3,102.17,2023-02-09,7,2205.67,324.84685185185185
235,33,Books,Comics,36.62,3,12.21,2023-06-22,10,1642.25,210.0109677419355
383,7,Clothing,Pants,327.24,3,109.08,2023-01-21,5,1254.3,168.10714285714286
305,31,Clothing,Shoes,67.17,1,67.17,2024-12-01,13,4412.32,273.84854545454544
456,50,Electronics,Tablets,1339.67,2,669.84,2023-06-25,10,2469.79,307.46829787234043
178,8,Clothing,Dresses,154.67,3,51.56,2024-02-25,14,4692.87,244.85704225352112
257,24,Beauty,Fragrances,75.22,2,37.61,2024-07-01,5,417.03,146.21189655172412
40,50,Electronics,Tablets,2024.99,3,675.0,2024-06-06,10,3460.8,234.22838709677418
255,23,Beauty,Haircare,16.43,1,16.43,2024-03-09,6,1633.26,221.34075757575758
281,41,Clothing,Shoes,106.67,1,106.67,2023-04-02,9,2463.1000000000004,204.07296875
457,36,Beauty,Tools,72.12,1,72.12,2023-01-24,7,1906.89,212.1390322580645
458,2,Electronics,Laptops,666.04,1,666.04,2024-12-26,5,1427.06,241.74833333333333
263,28,Beauty,Makeup,288.77,3,96.26,2024-05-28,9,2949.36,263.0652727272727
310,24,Beauty,Fragrances,31.79,1,31.79,2024-07-22,7,1031.1299999999999,263.7665714285714
497,35,Home & Living,Kitchen,397.57,2,198.78,2024-01-23,6,2983.14,234.91059701492537
385,14,Home & Living,Bedding,212.4,1,212.4,2023-11-27,6,1157.8600000000001,250.74728571428574
470,20,Books,Magazines,30.23,1,30.23,2024-10-29,7,2039.37,274.105
24,31,Clothing,Shoes,71.57,1,71.57,2024-11-13,7,717.5699999999999,155.22903225806454
24,37,Clothing,Shoes,141.29,1,141.29,2024-07-21,8,858.86,155.22903225806454
119,40,Electronics,Accessories,435.02,2,217.51,2024-01-04,6,2205.2,240.84944444444446
309,47,Electronics,Headphones,233.67,1,233.67,2024-05-05,10,2245.17,189.97263157894736
331,33,Books,Comics,12.31,1,12.31,2023-11-13,8,1629.07,192.86342465753427
386,11,Home & Living,Furniture,238.13,1,238.13,2023-07-20,8,1127.9,221.68854166666665
188,25,Beauty,Tools,28.02,1,28.02,2024-02-18,9,2229.26,296.1210714285714
87,8,Clothing,Dresses,43.1,1,43.1,2023-11-23,9,2490.26,175.4413953488372
56,3,Electronics,Headphones,129.74,1,129.74,2023-05-10,9,5047.29,231.16349206349207
40,7,Clothing,Pants,313.37,3,104.46,2024-01-23,11,3774.17,234.22838709677418
195,4,Electronics,Tablets,1385.26,2,692.63,2024-10-29,7,4746.16,254.75212765957448
408,31,Clothing,Shoes,71.58,1,71.58,2023-08-03,11,1318.06,205.9362686567164
65,9,Clothing,Shoes,68.14,1,68.14,2023-08-06,4,328.7,272.2022033898305
367,46,Clothing,Accessories,65.09,1,65.09,2024-09-19,5,550.1,168.81071428571428
86,29,Clothing,Shoes,31.43,1,31.43,2024-02-23,6,481.89,163.82515625
199,8,Clothing,Dresses,102.56,2,51.28,2024-07-27,6,378.79,213.11181818181817
136,31,Clothing,Shoes,85.87,1,85.87,2024-06-15,9,1475.04,179.95573770491805
155,39,Home & Living,Bedding,64.45,1,64.45,2024-04-25,8,1586.7,249.93137931034482
406,24,Beauty,Fragrances,31.94,1,31.94,2023-02-06,6,952.02,157.19121212121215
244,28,Beauty,Makeup,77.33,1,77.33,2023-03-19,3,210.06,208.56169491525424
73,11,Home & Living,Furniture,242.31,1,242.31,2023-03-05,7,1325.48,278.37389830508477
187,5,Electronics,Accessories,1335.23,2,667.62,2023-08-25,7,3880.85,279.31845070422537
397,10,Clothing,Accessories,102.64,1,102.64,2024-12-04,10,2516.16,192.02684210526317
421,26,Home & Living,Bedding,113.15,1,113.15,2024-12-15,6,452.52,171.21951612903226
77,5,Electronics,Accessories,1354.56,2,677.28,2024-07-23,6,2235.0299999999997,258.0738181818182
455,3,Electronics,Headphones,109.02,1,109.02,2024-09-05,12,1537.83,213.98407407407407
172,47,Electronics,Headphones,237.37,1,237.37,2023-04-04,8,1699.01,191.80193548387098
122,50,Electronics,Tablets,655.86,1,655.86,2023-06-14,6,1826.48,261.9162962962963
388,44,Home & Living,Furniture,252.28,2,126.14,2023-02-09,10,1493.17,195.46571428571428
306,43,Clothing,Dresses,73.5,2,36.75,2024-10-15,7,1670.53,320.57460317460317
134,43,Clothing,Dresses,37.27,1,37.27,2025-01-08,8,2844.2599999999998,231.1288888888889
301,1,Electronics,Smartphones,979.58,2,489.79,2023-02-04,9,1718.97,229.90339285714285
215,3,Electronics,Headphones,133.36,1,133.36,2023-03-13,7,1251.92,249.81205882352944
297,46,Clothing,Accessories,61.16,1,61.16,2023-04-30,6,634.53,141.45939393939395
124,23,Beauty,Haircare,16.87,1,16.87,2023-07-14,8,1325.8,209.3019230769231
459,21,Beauty,Skincare,9.49,1,9.49,2023-03-27,6,1649.51,237.30338983050848
5,20,Books,Magazines,88.04,3,29.35,2023-05-09,3,808.16,256.30425
74,34,Books,Educational,23.59,1,23.59,2024-09-21,8,1648.3899999999999,157.18537313432836
490,13,Home & Living,Decor,529.96,2,264.98,2023-09-03,7,1419.06,311.6993442622951
290,35,Home & Living,Kitchen,219.85,1,219.85,2023-08-16,15,3860.5099999999998,319.04390625
168,48,Beauty,Makeup,27.43,1,27.43,2024-12-15,6,809.6599999999999,273.34015873015875
6,33,Books,Comics,10.13,1,10.13,2023-05-24,4,755.19,162.81351851851852
346,28,Beauty,Makeup,101.57,1,101.57,2024-09-01,8,893.13,199.17283018867926
95,46,Clothing,Accessories,137.79,2,68.9,2023-12-16,11,3990.08,262.6939705882353
212,16,Books,Fiction,21.03,1,21.03,2023-08-27,13,2858.62,208.29859154929576
139,13,Home & Living,Decor,255.19,1,255.19,2024-09-19,8,2751.24,274.11171874999997
200,13,Home & Living,Decor,885.16,3,295.05,2023-03-26,8,2212.5,203.0145588235294
390,14,Home & Living,Bedding,222.69,1,222.69,2023-06-14,7,1634.67,180.7625925925926
351,15,Home & Living,Storage,453.0,1,453.0,2023-07-12,5,869.47,209.9330612244898
4,46,Clothing,Accessories,139.55,2,69.77,2024-08-09,11,2041.59,212.67806451612904
68,9,Clothing,Shoes,61.63,1,61.63,2023-09-27,6,2182.77,285.03506493506495
18,34,Books,Educational,25.89,1,25.89,2023-03-03,5,417.18,205.80290909090908
416,19,Books,Comics,30.17,2,15.08,2024-10-29,7,2575.05,334.01240740740735
52,31,Clothing,Shoes,257.0,3,85.67,2023-07-01,7,1593.41,243.8065306122449
106,10,Clothing,Accessories,91.28,1,91.28,2024-06-02,7,626.17,198.87408163265306
191,29,Clothing,Shoes,32.55,1,32.55,2023-01-28,7,1167.45,241.5656756756757
14,9,Clothing,Shoes,60.85,1,60.85,2023-04-22,4,204.88000000000002,199.54714285714286
440,22,Beauty,Makeup,40.16,1,40.16,2024-09-19,9,2041.19,188.71378787878788
385,48,Beauty,Makeup,57.25,2,28.62,2024-03-22,7,1215.1100000000001,250.74728571428574
68,14,Home & Living,Bedding,207.68,1,207.68,2024-05-22,7,2390.4500000000003,285.03506493506495
15,7,Clothing,Pants,104.05,1,104.05,2023-08-20,6,326.76,193.85705882352943
21,10,Clothing,Accessories,105.25,1,105.25,2023-10-25,7,650.7,204.88982142857142
160,50,Electronics,Tablets,656.6,1,656.6,2024-03-17,5,2850.8,258.65909090909093
152,30,Electronics,Smartphones,140.74,1,140.74,2023-07-18,5,1265.48,228.70716417910447
2,7,Clothing,Pants,212.85,2,106.43,2023-02-28,15,3921.76,269.2023076923077
434,16,Books,Fiction,19.52,1,19.52,2024-06-15,4,508.65,168.27599999999998
441,41,Clothing,Shoes,280.17,3,93.39,2023-04-21,8,892.37,198.2453623188406
39,8,Clothing,Dresses,89.08,2,44.54,2023-11-25,12,1884.95,200.62260869565216
289,31,Clothing,Shoes,235.16,3,78.39,2023-01-25,13,3881.5699999999997,251.905873015873
488,25,Beauty,Tools,28.35,1,28.35,2023-08-05,15,1864.42,215.38208333333333
16,25,Beauty,Tools,28.21,1,28.21,2024-07-16,4,915.1700000000001,211.5937931034483
244,40,Electronics,Accessories,447.59,2,223.79,2024-10-15,4,657.65,208.56169491525424
477,3,Electronics,Headphones,119.94,1,119.94,2024-07-26,11,2206.16,296.5842857142857
306,28,Beauty,Makeup,153.84,2,76.92,2024-05-10,8,1824.37,320.57460317460317
335,33,Books,Comics,33.81,3,11.27,2024-11-26,8,1545.07,246.80454545454546
257,19,Books,Comics,12.1,1,12.1,2023-03-16,6,429.13,146.21189655172412
246,19,Books,Comics,15.99,1,15.99,2023-06-22,7,896.86,162.25266666666667
388,15,Home & Living,Storage,409.33,1,409.33,2024-05-20,11,1902.5,195.46571428571428
46,50,Electronics,Tablets,1357.0,2,678.5,2023-07-03,5,1877.92,227.77803278688523
364,47,Electronics,Headphones,267.19,1,267.19,2023-03-06,9,1357.1999999999998,152.6867213114754
404,47,Electronics,Headphones,541.28,2,270.64,2024-01-28,10,3103.16,218.22370370370368
76,1,Electronics,Smartphones,1201.24,2,600.62,2024-04-10,8,5185.13,350.6610344827586
29,4,Electronics,Tablets,651.16,1,651.16,2024-10-13,12,2453.87,223.17555555555555
142,14,Home & Living,Bedding,635.8,3,211.93,2024-04-29,9,2246.71,185.4496551724138
442,13,Home & Living,Decor,300.07,1,300.07,2023-03-15,5,1325.9499999999998,267.8309375
351,5,Electronics,Accessories,838.08,1,838.08,2023-07-20,6,1707.55,209.9330612244898
40,32,Electronics,Smartphones,557.8,1,557.8,2023-02-19,12,4331.97,234.22838709677418
231,38,Beauty,Tools,31.7,1,31.7,2023-05-19,8,1567.29,183.93446153846153
286,42,Beauty,Haircare,83.32,1,83.32,2023-09-18,8,1967.49,175.47456140350877
138,16,Books,Fiction,39.2,2,19.6,2024-09-18,9,5063.34,253.91776315789474
298,18,Books,Educational,25.02,1,25.02,2024-03-25,2,236.84,241.81205479452052
222,19,Books,Comics,14.2,1,14.2,2024-12-14,5,784.58,257.40363636363634
231,28,Beauty,Makeup,87.36,1,87.36,2023-09-13,9,1654.65,183.93446153846153
297,27,Beauty,Makeup,14.52,1,14.52,2023-12-20,7,649.05,141.45939393939395
466,27,Beauty,Makeup,26.5,2,13.25,2023-09-20,9,756.93,262.8031884057971
482,9,Clothing,Shoes,54.74,1,54.74,2023-08-13,4,165.9,161.42847457627119
19,12,Home & Living,Kitchen,325.55,2,162.77,2023-09-03,8,1477.2400000000002,219.00081967213114
270,39,Home & Living,Bedding,60.6,1,60.6,2024-09-11,11,3121.17,250.5315625
371,36,Beauty,Tools,59.26,1,59.26,2024-04-11,6,1730.9499999999998,227.4239024390244
382,25,Beauty,Tools,25.08,1,25.08,2024-10-06,7,470.65,218.68180327868853
62,32,Electronics,Smartphones,574.71,1,574.71,2024-02-21,6,1522.38,211.10764705882352
123,44,Home & Living,Furniture,139.15,1,139.15,2024-05-03,6,1111.67,191.79608695652175
329,6,Clothing,Shirts,114.54,1,114.54,2024-10-29,8,546.27,243.69666666666666
116,48,Beauty,Makeup,56.48,2,28.24,2023-10-24,9,1013.57,236.6709375
432,28,Beauty,Makeup,286.11,3,95.37,2023-05-31,8,1898.8600000000001,334.92877192982456
273,24,Beauty,Fragrances,34.48,1,34.48,2024-08-25,6,718.03,199.72294117647058
204,25,Beauty,Tools,24.66,1,24.66,2023-06-09,6,1478.46,172.66333333333333
69,22,Beauty,Makeup,75.93,2,37.97,2024-05-11,8,1154.41,144.97127272727272
384,5,Electronics,Accessories,723.18,1,723.18,2023-07-15,8,1618.67,150.2674074074074
272,46,Clothing,Accessories,65.7,1,65.7,2023-09-03,6,869.8400000000001,186.23360655737704
341,13,Home & Living,Decor,290.04,1,290.04,2024-09-30,12,5612.74,296.291935483871
49,44,Home & Living,Furniture,121.91,1,121.91,2024-11-04,14,2931.53,216.73323076923077
321,18,Books,Educational,28.09,1,28.09,2023-07-14,7,2683.35,248.4269841269841
397,34,Books,Educational,25.13,1,25.13,2024-08-09,11,2541.29,192.02684210526317
156,25,Beauty,Tools,57.39,2,28.7,2023-04-19,6,1197.3300000000002,244.85444444444445
464,46,Clothing,Accessories,65.65,1,65.65,2024-07-08,11,2098.06,239.47115942028984
478,31,Clothing,Shoes,66.67,1,66.67,2023-08-30,11,3010.75,228.99735294117647
233,49,Clothing,Dresses,65.29,1,65.29,2024-05-08,9,866.33,177.9683606557377
72,29,Clothing,Shoes,68.92,2,34.46,2024-04-03,6,403.36,202.0913725490196
312,48,Beauty,Makeup,27.37,1,27.37,2023-09-30,7,1250.47,143.61542857142857
284,36,Beauty,Tools,114.62,2,57.31,2024-04-09,13,2080.94,200.81514285714286
374,24,Beauty,Fragrances,35.42,1,35.42,2024-09-17,12,2406.88,302.6552380952381
3,37,Clothing,Shoes,133.34,1,133.34,2024-08-30,6,411.01,193.84918032786885
263,4,Electronics,Tablets,666.62,1,666.62,2024-03-23,10,3615.98,263.0652727272727
138,24,Beauty,Fragrances,72.2,2,36.1,2023-03-03,10,5135.54,253.91776315789474
409,36,Beauty,Tools,68.36,1,68.36,2024-06-20,7,2161.78,228.54095238095238
466,42,Beauty,Haircare,169.96,2,84.98,2024-07-17,10,926.89,262.8031884057971
332,46,Clothing,Accessories,66.74,1,66.74,2025-01-03,6,1530.6299999999999,241.64491228070176
46,4,Electronics,Tablets,1185.8,2,592.9,2024-04-28,6,3063.7200000000003,227.77803278688523
416,14,Home & Living,Bedding,252.3,1,252.3,2023-04-16,8,2827.3500000000004,334.01240740740735
272,36,Beauty,Tools,125.9,2,62.95,2023-02-02,7,995.7400000000001,186.23360655737704
461,8,Clothing,Dresses,88.28,2,44.14,2024-03-12,14,8375.16,457.4025862068965
396,5,Electronics,Accessories,715.13,1,715.13,2023-06-05,7,1765.46,185.63379310344828
126,36,Beauty,Tools,129.77,2,64.89,2023-09-22,8,833.78,295.146511627907
38,31,Clothing,Shoes,197.49,3,65.83,2023-04-23,14,3265.28,241.56552631578947
184,41,Clothing,Shoes,107.14,1,107.14,2024-12-06,11,1355.02,188.35295081967215
106,28,Beauty,Makeup,87.64,1,87.64,2025-01-10,8,713.81,198.87408163265306
345,42,Beauty,Haircare,95.04,1,95.04,2024-08-27,8,1253.09,140.83117647058825
405,46,Clothing,Accessories,70.66,1,70.66,2023-02-14,7,590.3,147.18725806451613
374,28,Beauty,Makeup,78.66,1,78.66,2024-05-09,13,2485.54,302.6552380952381
